Distance (Meters),Speed (m/s)
6880.600215,31.6388912
6883.764297,31.9444447
6886.958937,32.2222252
6890.180373,32.5277786
6893.433349,32.8055573
6896.714105,33.0833321
6900.02264,33.3333321
6903.356177,33.5833321
6906.71369,33.8888893
6910.102786,34.2500038
6913.527995,34.5277786
6916.980984,34.7777786
6920.458974,35
6923.958119,35.0555573
6927.463889,35.0833359
6930.972437,35
6934.472651,34.7777786
6937.950641,34.4444466
6941.394245,34.1666679
6944.81112,33.7777786
6948.189104,33.4444466
6951.533753,33.0833321
6954.842288,32.6944466
6958.110934,32.3888893
6961.350021,32.0555573
6964.555772,31.8055553
6967.736522,31.6388912
6970.900604,31.4722233
6974.047058,31.333334
6977.180583,31.25
6980.305774,31.1388874
6983.419852,31.0555592
6986.525598,30.9722233
6989.622064,30.7777786
6992.70003,30.5555553
6995.755772,30.3055534
6998.786512,30.0277786
7001.789473,29.6944447
7004.758193,29.3888893
7007.697261,29.0277767
7010.600216,28.6944447
7013.469835,28.3888893
7016.308898,28.1111126
7019.119323,27.8333359
7021.902826,27.5277767
7024.655772,27.25
7027.380938,26.9722214
7030.078325,26.7222233
7032.749895,26.3888893
7035.388945,26.0277786
7037.991881,25.6944447
7040.561483,25.3055553
7043.092193,24.9166679
7045.583251,24.583334
7048.041735,24.2500019
7050.466883,23.9444466
7052.861474,23.6944466
7055.231063,23.5
7057.580489,23.2500019
7059.905632,23.0555553
7062.211328,22.7500019
7064.486467,22.4166679
7066.728271,22.0833321
7068.936065,21.583334
7071.09453,20.8888912
7073.183546,20.3611126
7075.219782,19.8055553
7077.200458,19.2222233
7079.122211,18.8888893
7081.011216,18.6111107
7082.87244,18.3888912
7084.711442,18.3055573
7086.542109,18.2222233
7088.363887,18.1388893
7090.177886,17.9444447
7091.97244,17.7777786
7093.750327,17.6666679
7095.517101,17.5277786
7097.269451,17.4444447
7099.014002,17.4305553
7100.757164,17.4166679
7102.498937,17.4444447
7104.243488,17.4722233
7105.990284,17.4444447
7107.734835,17.3055553
7109.465496,17.333334
7111.198935,17.5
7112.949042,17.7222214
7114.720832,18.0833321
7116.529275,18.6388893
7118.393278,19.1666679
7120.310062,19.75
7122.285182,20.416666
7124.32635,20.9722214
7126.423701,21.5
7128.573832,22.0000019
7130.773966,22.5
7133.024104,22.9722233
7135.320765,23.4722233
7137.668131,23.9444466
7140.062721,24.4722214
7142.510093,25.0555573
7145.015802,25.6111126
7147.576288,26.1111107
7150.187558,26.6944447
7152.857166,27.1666679
7155.573998,27.5277767
7158.326944,27.8611126
7161.112375,28.1666679
7163.929214,28.333334
7166.76272,28.5555553
7169.61845,28.7777767
7172.496403,28.9722233
7175.392918,29.2222252
7178.315319,29.5277767
7181.268277,29.833334
7184.251792,30.1944466
7187.271421,30.583334
7190.329008,30.9444466
7193.423642,31.333334
7196.557166,31.6944447
7199.726804,32.0277786
7202.929778,32.3611107
7206.165099,32.6944466
7209.434743,33
7212.734944,33.3333321
7216.068481,33.6666679
7219.435353,34.0277786
7222.8373,34.3611145
7226.273622,34.7222214
7229.746056,35.0555573
7233.251825,35.3611107
7236.788152,35.6388931
7240.351171,35.9166679
7243.943057,36.1388931
7247.557167,36.3611107
7251.1935,36.5833321
7254.852057,36.7777824
7258.528937,36.9999962
7262.229163,37.1666679
7265.946056,37.3611107
7269.682395,37.5833359
7273.440958,37.7777786
7277.217814,38.0277824
7281.020824,38.3055573
7284.851614,38.5277748
7288.704627,38.7777786
7292.582641,39.0000038
7296.481689,39.0833321
7300.390261,39.1666679
7304.307167,39.1111107
7308.218517,39.0000038
7312.118755,38.8055573
7315.998364,38.5000038
7319.848599,38.0833359
7323.657165,37.6388893
7327.421284,37.0555573
7331.127066,36.5000038
7334.776175,36.2222252
7338.398619,35.9722252
7341.996061,35.6944427
7345.565723,35.3888931
7349.104829,34.8888893
7352.592866,33.7777786
7355.97085,32.7777786
7359.248828,32.0833321
7362.457357,31.4166679
7365.599215,30.6944466
7368.667911,30.0555573
7371.67365,29.4722214
7374.621052,28.8611126
7377.507339,28.2222214
7380.329734,27.6111107
7383.090171,27.083334
7385.798669,26.6111126
7388.459943,26.1666698
7391.07677,25.75
7393.651927,25.3611126
7396.187419,25.0277786
7398.69035,24.833334
7401.173835,24.583334
7403.632318,24.2500019
7406.057466,23.916666
7408.448549,23.6944466
7410.818139,23.5277805
7413.17106,23.333334
7415.504536,23.1944447
7417.824122,23.0555553
7420.129115,22.8611107
7422.415365,22.6944447
7424.684948,22.5555573
7426.940642,22.4166679
7429.182445,22.3055573
7431.412457,22.333334
7433.645926,22.3611107
7435.882174,22.4444447
7438.126755,22.5555573
7440.382449,22.6388893
7442.645785,22.7500019
7444.920924,22.9444447
7447.215509,23.0277786
7449.518427,23.083334
7451.826901,23.1111126
7454.137449,23.083334
7456.445923,23.0416679
7458.75023,23.0000019
7461.050371,22.8333359
7463.333844,22.6111107
7465.594403,22.3888893
7467.833429,22.1111107
7470.044675,21.8333321
7472.228141,21.5555553
7474.383828,21.25
7476.508309,21.0555573
7478.613994,20.8611107
7480.700232,20.6944447
7482.769803,20.5555553
7484.825484,20.416666
7486.866652,20.1388893
7488.880664,19.9166679
7490.872452,19.6111107
7492.833683,19.2500019
7494.758801,18.833334
7496.641674,18.6388893
7498.505677,18.4999981
7500.35579,18.4444447
7502.200347,18.4999981
7504.050459,18.6666679
7505.916671,18.6944447
7507.786229,18.833334
7509.669677,19.0000019
7511.569794,19.1388893
7513.483799,19.3055553
7515.413884,19.6111107
7517.375114,19.9722233
7519.372459,20.333334
7521.405916,20.7500019
7523.481043,21.1944447
7525.59997,21.583334
7527.758435,22.0000019
7529.95857,22.3888893
7532.197595,22.7777767
7534.475512,23.1388893
7536.788836,23.5
7539.138979,23.833334
7541.522458,24.2222233
7543.944828,24.6388893
7546.408868,25.0555573
7548.913812,25.3611126
7551.450078,25.666666
7554.016901,25.8611107
7556.60317,25.9444447
7559.197773,25.9027767
7561.787418,25.8611107
7564.373687,25.5
7566.923843,25.2777786
7569.451775,25.0277786
7571.954706,24.7777786
7574.431879,24.5277786
7576.884806,24.2500019
7579.309954,23.9722233
7581.707323,23.7222233
7584.07969,23.5
7586.429116,23.2222214
7588.75148,22.9444447
7591.046065,22.6111107
7593.307314,22.2777786
7595.535228,21.9444447
7597.729136,21.6111126
7599.89038,21.2777786
7602.018287,20.9444447
7604.11286,20.6388893
7606.176875,20.3055553
7608.206934,19.9722233
7610.204279,19.7222214
7612.176621,19.5000019
7614.12674,19.3055553
7616.057414,19.1111107
7617.968058,19.0000019
7619.868175,18.9444447
7621.762735,18.8611107
7623.648961,18.833334
7625.532409,18.7777786
7627.409729,18.7222233
7629.282065,18.4722233
7631.1294,18.2777786
7632.95729,18.0555553
7634.762956,17.7777786
7636.540299,17.6388893
7638.304296,17.5
7640.054403,17.3611107
7641.79062,17.2777767
7643.518503,17.2222233
7645.240305,17.083334
7646.948742,16.833334
7648.632179,16.666666
7650.298947,16.4444447
7651.943492,16.2222214
7653.565318,16.083334
7655.173749,16.0277786
7656.776625,15.9722223
7658.373945,15.8888893
7659.962931,15.8611116
7661.548655,15.8055553
7663.129307,15.7777777
7664.707181,15.791666
7666.286444,15.8055553
7667.867096,15.8194456
7669.448654,15.833334
7671.032084,15.9444456
7672.626626,16.0555553
7674.232279,16.1388893
7675.846267,16.25
7677.47087,16.4166679
7679.112637,16.666666
7680.779406,16.916666
7682.471175,17.2500019
7684.196281,17.6388893
7685.959739,18
7687.759849,18.4166679
7689.601628,18.833334
7691.485077,19.2500019
7693.410194,19.6666679
7695.376381,20.0555573
7697.382059,20.5
7699.432184,20.8888912
7701.521201,21.2222233
7703.643553,21.5555553
7705.798582,21.916666
7707.990383,22.2222233
7710.21274,22.5555573
7712.468434,22.8611107
7714.754685,23.1944447
7717.073563,23.4166679
7719.415372,23.6111107
7721.776628,23.75
7724.151773,23.833334
7726.535251,23.8611126
7728.92078,23.9444466
7731.315371,24
7733.715518,24.083334
7736.123998,24.1666679
7738.540812,24.3055553
7740.970774,24.4722214
7743.418146,24.75
7745.893297,25.0277786
7748.396228,25.3611126
7750.932494,25.7222233
7753.504088,26.0277786
7756.107025,26.3333359
7758.740519,26.666666
7761.407348,27.0555553
7764.113069,27.4166679
7766.854067,27.7777767
7769.632014,28.1944447
7772.45163,28.5555553
7775.30736,28.8888893
7778.196426,29.2222252
7781.117935,29.5000019
7784.068115,29.6944447
7787.037741,29.9166698
7790.02959,30.1111126
7793.040885,30.333334
7796.073478,30.583334
7799.131998,30.8611107
7802.218298,31.1388874
7805.332376,31.4722233
7808.479791,31.8055553
7811.65957,32.1388931
7814.873655,32.4722252
7818.121076,32.8055573
7821.401832,33.1111145
7824.713146,33.4444466
7828.056774,33.7777786
7831.434758,34.1388893
7834.848855,34.4444466
7838.29351,34.75
7841.768722,35.0277786
7845.270645,35.25
7848.79586,35.4166679
7852.337743,35.5833359
7855.896294,35.7222252
7859.468735,35.8055611
7863.048416,35.9722252
7866.645859,36.1666641
7870.262746,36.3611107
7873.899079,36.5833321
7877.557635,36.8055573
7881.237292,37.0833321
7884.945852,37.3888893
7888.684969,37.6388893
7892.449088,37.8888893
7896.238208,38.1388893
7900.051166,38.3611145
7903.887511,38.6111107
7907.748858,38.8055573
7911.629651,38.9722252
7915.527111,39.1388931
7919.440045,39.1111107
7923.351395,39.1666679
7927.268301,38.9722252
7931.165761,38.5555573
7935.021552,38.0000038
7938.820625,37.4444466
7942.565298,36.7222214
7946.237744,35.9722252
7949.835187,35.1944466
7953.354846,34.3055534
7956.784564,33.4444466
7960.129213,32.5
7963.379411,31.5555553
7966.535159,30.5277786
7969.588123,29.4166679
7972.529072,28.4444466
7975.37369,27.4166679
7978.115525,26.5000019
7980.765687,25.6111126
7983.326954,24.75
7985.80135,23.9444466
7988.195941,23.2500019
7990.521083,22.5277767
7992.773998,21.8333321
7994.957465,21.1388874
7997.070837,20.4722233
7999.118184,19.8055553
8001.098861,19.1666679
8003.015645,18.5555573
8004.871314,17.9444447
8006.66532,17.4722233
8008.412649,17.0555573
8010.118309,16.6388893
8011.782299,16.2777786
8013.410177,15.9722223
8015.007009,15.6111116
8016.568215,15.333333
8018.101642,15.000001
8019.601734,14.6388884
8021.065712,14.25
8022.490364,13.8888884
8023.879338,13.4722223
8025.226642,13.1388884
8026.540611,12.8611116
8027.826801,12.583333
8029.084827,12.3611107
8030.321014,12.1944447
8031.540532,12.0277777
8032.743384,11.916667
8033.935123,11.8611116
8035.120945,11.7777786
8036.298794,11.7870369
8037.47757,11.7962961
8038.657272,11.8055553
8039.837899,11.916667
8041.029275,12.0277777
8042.232126,12.1388893
8043.446089,12.2777777
8044.673942,12.4444437
8045.918462,12.6388893
8047.182042,12.7777786
8048.459898,12.9444456
8049.754422,13.1388884
8051.068391,13.3055563
8052.399028,13.4722223
8053.745921,13.7222223
8055.118227,13.9444447
8056.512757,14.2222233
8057.935066,14.5277786
8059.387932,14.8333349
8060.870904,15.1388893
8062.384885,15.499999
8063.93498,15.833334
8065.51841,16.1944447
8067.137953,16.5555573
8068.793104,16.8611107
8070.479318,17.2222233
8072.201646,17.5555553
8073.957308,17.8611126
8075.743529,18.1388893
8077.556975,18.4722233
8079.40431,18.75
8081.279424,19.0833359
8083.187874,19.4444447
8085.132438,19.833334
8087.115287,20.3611126
8089.151522,20.9444447
8091.246095,21.5555553
8093.401782,22.2777786
8095.629696,23.0555553
8097.934688,23.6944466
8100.304278,24.4166679
8102.746093,24.9444466
8105.24069,25.3055553
8107.7714,25.6111126
8110.331886,25.833334
8112.915378,25.8611126
8115.501647,25.8888912
8118.090694,25.8472252
8120.675574,25.8055573
8123.2555,25.833334
8125.838991,25.8888912
8128.428038,25.879631
8131.016159,25.8703709
8133.603354,25.8611107
8136.188834,25.7222233
8138.761213,25.5833321
8141.319703,25.333334
8143.853191,24.9722214
8146.350565,24.5555553
8148.805521,24.1944447
8151.225114,23.6666679
8153.591925,23.3055553
8155.922623,23.0000019
8158.222763,22.6944447
8160.491654,22.5833359
8162.750125,22.6111107
8165.011374,22.6944447
8167.280957,22.8888893
8169.569986,23.1944447
8171.888864,23.4166679
8174.230674,23.8055573
8176.611375,24.0555553
8179.017077,24.2777786
8181.445003,24.4444447
8183.888851,24.5000019
8186.339001,24.4444447
8188.783594,24.333334
8191.217076,24.1111126
8193.628335,23.7777767
8196.005532,23.5
8198.355675,23.0555553
8200.661372,22.7500019
8202.936511,22.5277767
8205.189426,22.3055573
8207.419437,22.1388912
8209.633461,22.0555573
8211.839152,21.9444447
8214.03373,21.8333321
8216.217197,21.75
8218.391666,21.5555553
8220.547353,21.2777786
8222.675261,21
8224.775389,20.6944447
8226.844959,20.3888893
8228.883351,20.0277767
8230.88625,19.6111107
8232.847481,19.2500019
8234.772599,18.8888893
8236.661603,18.4999981
8238.511151,18.166666
8240.327929,17.8055553
8242.108593,17.5
8243.8587,17.1944447
8245.578249,16.8888893
8247.266726,16.666666
8248.933494,16.4722233
8250.580817,16.3055553
8252.211472,16.166666
8253.828237,16.0555553
8255.433401,15.9722223
8257.030721,15.8611116
8258.616929,15.8055553
8260.197581,15.7777777
8261.775455,15.8055553
8263.355624,15.833334
8264.939054,15.9444456
8266.533596,16.1111126
8268.144806,16.3611126
8269.781017,16.666666
8271.447277,16.9444447
8273.141825,17.2777767
8274.869708,17.6388893
8276.633704,18
8278.433814,18.3611107
8280.269477,18.7777767
8282.147369,19.1666679
8284.064153,19.6111107
8286.025384,20.083334
8288.03384,20.5555553
8290.088893,21.0277786
8292.1918,21.5
8294.341931,21.9722233
8296.539287,22.4166679
8298.781091,22.8611107
8301.066644,23.3055553
8303.397342,23.6944466
8305.766931,24.1111126
8308.17819,24.5277786
8310.631117,24.9444466
8313.124953,25.333334
8315.658441,25.666666
8318.225264,26.0555573
8320.830979,26.4444447
8323.475585,26.8055553
8326.155486,27.2222233
8328.877874,27.6388893
8331.641932,28.0555553
8334.447659,28.5277805
8337.300611,29.0277767
8340.20268,29.4722214
8343.150082,29.9444447
8346.144709,30.3611145
8349.181006,30.8055553
8352.26175,31.2222233
8355.38321,31.5
8358.533402,31.8055553
8361.714152,31.9166679
8364.906013,31.9444447
8368.100653,31.8888912
8371.288763,31.7222233
8374.461179,31.3611107
8377.597482,30.9999981
8380.697671,30.6111145
8383.758969,30.1388893
8386.772122,29.7500019
8389.747304,29.25
8392.672483,28.8611126
8395.55877,28.5
8398.408944,28.1388893
8401.222146,27.9166679
8404.013983,27.7222233
8406.786375,27.6111107
8409.547654,27.6666679
8412.31449,27.7222233
8415.086035,27.8055553
8417.866761,28.0555553
8420.672487,28.3055553
8423.503216,28.5555553
8426.358945,28.8611126
8429.244352,29.1944447
8432.163975,29.5555573
8435.119711,29.9166698
8438.111561,30.333334
8441.145079,30.7222233
8444.216551,30.9999981
8447.31674,31.2777786
8450.444709,31.4722233
8453.592124,31.6111107
8456.753428,31.6944447
8459.922098,31.625
8463.084791,31.5555553
8466.240539,31.4444466
8469.385176,31.333334
8472.518701,31.1944466
8475.637384,30.9999981
8478.737573,30.7222233
8481.809983,30.5000019
8484.860169,30.3055534
8487.890909,30.1111126
8490.901285,29.9722214
8493.898691,29.8055573
8496.879428,29.6944447
8499.849054,29.6388893
8502.813124,29.645834
8505.776983,29.6527767
8508.742442,29.6597252
8511.708596,29.6666698
8514.675444,29.6944447
8517.645069,29.7777805
8520.62212,29.8611107
8523.608414,29.9444447
8526.603041,30.0277786
8529.606002,30.0555573
8532.611741,30.1111126
8535.622118,30.1944466
8538.641747,30.2361126
8541.665542,30.2777786
8544.693505,30.416666
8547.735357,30.583334
8550.792944,30.666666
8553.859798,30.8611107
8556.946097,30.916666
8560.037952,30.8888912
8563.12703,30.7777786
8566.204057,30.666666
8569.27091,30.3888893
8572.309985,30.2222214
8575.332391,30.1111126
8578.343686,30.0277786
8581.345731,30.083334
8584.354248,30.2222214
8587.376655,30.416666
8590.418507,30.7222233
8593.490917,31.1111107
8596.601268,31.4444466
8599.745905,31.7777786
8602.923877,32.1666679
8606.14074,32.5555573
8609.396494,32.9444466
8612.690135,33.3333321
8616.023671,33.75
8619.398877,34.1388893
8622.812975,34.5000038
8626.263186,34.8611107
8629.748446,35.1944466
8633.268105,35.5
8636.818322,35.8055611
8640.399097,36.1111107
8644.010428,36.4166679
8647.651206,36.7222214
8651.323652,37.0555573
8655.029434,37.3333359
8658.762996,37.6111145
8662.524337,37.8888893
8666.312301,38.1666718
8670.129201,38.4166679
8673.971102,38.6944466
8677.840783,38.9722252
8681.738243,39.2777786
8685.665062,39.5833321
8689.623637,39.9722252
8693.621103,40.2777786
8697.649127,40.5555573
8701.70493,40.8333321
8705.787267,41.1111107
8709.898629,41.3333359
8714.032215,41.5555573
8718.188024,41.7222214
8722.360501,41.8611107
8726.54559,42
8730.745846,42.1388893
8734.959992,42.2777748
8739.188028,42.3611107
8743.424398,42.4166679
8747.665029,42.5555573
8751.920844,42.8333321
8756.204439,42.9444466
8760.499146,43.0277786
8764.802186,43.1111107
8769.112245,43
8773.412507,42.8055573
8777.693324,42.4444466
8781.938028,41.8888893
8786.127173,41.1944466
8790.245611,40.5833359
8794.304193,39.7777786
8798.282213,39.0833321
8802.190785,38.3888855
8806.029908,37.6944427
8809.798432,37.0277786
8813.501436,36.5000038
8817.151659,35.8055611
8820.732433,35.0555573
8824.238203,34.2777786
8827.665144,33.4444466
8831.009793,32.3888893
8834.24888,31.5
8837.399072,30.666666
8840.465926,29.833334
8843.448531,29.1944447
8846.368153,28.6666679
8849.234995,28.083334
8852.0435,27.583334
8854.802002,27.1388893
8857.515228,26.6111126
8860.176502,26.0277786
8862.779438,25.4722252
8865.326816,24.9166679
8867.818635,24.3888893
8870.256929,24.1666679
8872.673743,23.916666
8875.065556,23.7222233
8877.437923,23.5555573
8879.793622,23.2222214
8882.115278,22.2777786
8884.343191,21.7777786
8886.521102,21.5555553
8888.676789,21.4444466
8890.821365,21.3888893
8892.959732,21.3611126
8895.095973,21.4444466
8897.240549,21.5555553
8899.396236,21.7222233
8901.568591,21.916666
8903.759723,22.1666679
8905.976525,22.4722233
8908.223884,22.7777767
8910.501801,23.1388893
8912.815831,23.5
8915.165257,23.8888893
8917.554292,24.2500019
8919.97944,24.6666679
8922.446258,25.166666
8924.963078,25.666666
8927.529118,26.1388893
8930.143166,26.6388893
8932.807218,27.1111107
8935.518494,27.583334
8938.276996,28.0277786
8941.07909,28.4444466
8943.923708,28.8333359
8946.807218,29.2222252
8949.729619,29.6111088
8952.69091,30.0277786
8955.692955,30.3888893
8958.732029,30.7777786
8961.809995,31.1388874
8964.924074,31.5
8968.074266,31.8611126
8971.2596,32.2222252
8974.482019,32.5555573
8977.737773,32.9166679
8981.029641,33.2777786
8984.357622,33.6388893
8987.72069,33.9722214
8991.118119,34.3611145
8994.55444,34.6944466
8998.024097,35
9001.52431,35.3055573
9005.054004,35.5833359
9008.612555,35.8611107
9012.198885,36.0555573
9015.804661,36.25
9019.429882,36.4166679
9023.07066,36.4444466
9026.715327,36.4722252
9030.362772,36.3611107
9033.999105,36.1666641
9037.615992,35.8888893
9041.204005,35.5833359
9044.762556,35.0555573
9048.268326,34.6388893
9051.732426,34.2500038
9055.157636,33.8611107
9058.54292,33.5
9061.893124,33.1388893
9065.207216,32.7777786
9068.485194,32.4444427
9071.729836,32.1666679
9074.945717,31.7222233
9078.118133,31.2222233
9081.240546,30.6944466
9084.310178,30.1944466
9087.329807,29.6388893
9090.292973,28.8888893
9093.182038,27.8888893
9095.971097,27.0000019
9098.671262,26.1388893
9101.285311,25.1944466
9103.80414,24.4444447
9106.248734,23.6944466
9108.618323,22.9722233
9110.915686,22.333334
9113.149155,21.75
9115.323624,21.1111107
9117.434864,20.5
9119.484989,19.8611126
9121.471222,19.2222233
9123.393562,18.583334
9125.251441,17.9444447
9127.045995,17.2500019
9128.771101,16.6388893
9130.435091,16
9132.035189,15.3611116
9133.570925,14.8055544
9135.051571,14.3055563
9136.482214,13.8055553
9137.862854,13.333333
9139.196268,12.9444456
9140.490397,12.4722233
9141.737695,12.0277777
9142.940547,11.6111107
9144.101729,11.166667
9145.218463,10.7777777
9146.295978,10.5
9147.346042,10.3888893
9148.384994,10.3611107
9149.421169,10.4722223
9150.468455,10.7222233
9151.540415,10.8611116
9152.626593,11.083334
9153.734994,11.3055553
9154.865619,11.500001
9156.015689,11.666667
9157.182071,11.9722233
9158.379366,12.2777777
9159.607219,12.583333
9160.865629,12.8888893
9162.154597,13.2222223
9163.476496,13.3888893
9164.815467,13.4722223
9166.162771,13.5277777
9167.515631,13.5555553
9168.87127,13.5277777
9170.223717,13.4722223
9171.571022,13.3888893
9172.909992,13.2777777
9174.237851,13.1666679
9175.554598,13.0277786
9176.857058,12.9444456
9178.151582,12.8055563
9179.432216,12.75
9180.707293,12.7222223
9181.979593,12.75
9183.254282,12.8888893
9184.54325,13.1111116
9185.854441,13.3611116
9187.190633,13.6388893
9188.554606,13.9722214
9189.951487,14.4166679
9191.393241,14.8055544
9192.873887,15.333333
9194.407314,15.9444456
9196.001856,16.6111107
9197.662562,17.3055553
9199.393223,18.2500019
9201.218334,19.0833359
9203.126784,19.8055553
9205.107461,20.5
9207.15696,21.1388874
9209.270978,21.75
9211.446111,22.4166679
9213.687914,23.083334
9215.996389,23.7777767
9218.373586,24.5000019
9220.823736,25.2777786
9223.351668,26.0277786
9225.954605,26.8611126
9228.64088,27.7222233
9231.412425,28.4166679
9234.254266,29.0277767
9237.15722,29.6111088
9240.118512,30.1944466
9243.138141,30.7500019
9246.21239,31.1944466
9249.332026,31.5555553
9252.487774,31.9444447
9255.682413,32.3055573
9258.913166,32.6388893
9262.176258,33.0277786
9265.479238,33.4166679
9268.821108,33.7777786
9272.199092,34.1388893
9275.61319,34.5277786
9279.065125,34.8333359
9282.548671,35.0833359
9286.057219,35.3055573
9289.58799,35.5277786
9293.140985,35.75
9296.715112,35.8888893
9300.30422,35.9722252
9303.901662,36.0555573
9307.507438,36.1111107
9311.118769,36.1944466
9314.73733,36.2777786
9318.36533,36.4444466
9322.009997,36.6666641
9325.676887,36.9999962
9329.377112,37.4444466
9333.120643,37.7500038
9336.895874,38.1388893
9340.709995,38.4444466
9344.554675,38.6666679
9348.421578,38.8333359
9352.303963,39.1111107
9356.215313,39.3333359
9360.148887,39.5555611
9364.104684,39.8611107
9368.091038,40.1666679
9372.106724,40.3611145
9376.143082,40.6388893
9380.207219,40.7777786
9384.285246,40.8055573
9388.366051,40.7777786
9392.442833,40.6388893
9396.50697,40.3055573
9400.537772,40
9404.538016,39.6388893
9408.502147,39.2222214
9412.423411,38.8333359
9416.306982,38.3888855
9420.146105,37.9444466
9423.940781,37.5
9427.69101,37.0277786
9431.392884,36.5833321
9435.05144,36.0833359
9438.659994,35.5833359
9442.218545,35.1111107
9445.72987,34.6111107
9449.190137,34.2500038
9452.615346,33.8611107
9456.001664,33.5833321
9459.360202,33.3611107
9462.696517,33.2222214
9466.017928,33.0833321
9469.326463,33.0694466
9472.633609,33.0555573
9475.939367,33
9479.239568,32.9444466
9482.533209,32.9166679
9485.825076,32.8611145
9489.111389,32.8333359
9492.394923,32.8472252
9495.679846,32.8611145
9498.965155,32.75
9502.240355,32.6666641
9505.50722,32.5
9508.757419,32.1944427
9511.977059,31.8333321
9515.159615,31.5833359
9518.318142,31.25
9521.443333,30.9999981
9524.543521,30.8611107
9527.629821,30.7222233
9530.701293,30.5555553
9533.757035,30.4722214
9536.804443,30.3611145
9539.84074,30.2500019
9542.865925,30.1111126
9545.876301,29.9444447
9548.870928,29.7777805
9551.848888,29.583334
9554.807402,29.3611126
9557.743693,29.1666679
9560.659648,28.8888893
9563.548713,28.5
9566.398887,28.1111126
9569.21017,27.6944466
9571.979783,27.25
9574.704118,26.7777786
9577.382059,26.25
9580.00722,25.7222233
9582.579599,25.166666
9585.096419,24.583334
9587.554152,24.0277786
9589.957077,23.5
9592.30722,22.9166679
9594.599027,22.3611107
9596.835275,21.7777786
9599.012521,21.1944447
9601.132094,20.583334
9603.190554,20
9605.190676,19.4444447
9607.135239,18.8888893
9609.023666,18.4722233
9610.871002,18.1111126
9612.682223,17.8611126
9614.468444,17.6944466
9616.237996,17.583334
9617.995901,17.5555553
9619.751563,17.6666679
9621.518338,17.833334
9623.30178,18.1111126
9625.113002,18.4722233
9626.959773,18.7777767
9628.837666,19.2777786
9630.765561,19.6944466
9632.735126,20.083334
9634.743582,20.5277786
9636.795859,20.8611107
9638.882097,21.083334
9640.990559,21.3611126
9643.126801,21.666666
9645.2936,21.9444447
9647.487508,22.3055573
9649.7182,22.666666
9651.985005,23.083334
9654.29348,23.583334
9656.651957,24.083334
9659.059702,24.6111107
9661.520964,25.1944466
9664.040562,25.75
9666.615719,26.25
9669.240879,26.7500019
9671.915227,27.25
9674.640393,27.7222233
9677.412784,28.1944447
9680.232401,28.6388874
9683.096464,29.0833359
9686.004088,29.5277767
9688.957046,29.9166698
9691.948896,30.333334
9694.982414,30.7500019
9698.057602,31.166666
9701.173508,31.5555553
9704.329256,31.9722233
9707.526673,32.3611107
9710.762982,32.6944466
9714.032626,33.0277786
9717.334598,33.3333321
9720.668134,33.5555573
9724.023895,33.8055573
9727.404657,34.0277786
9730.807643,34.1944427
9734.226252,34.5000038
9737.676463,34.8333359
9741.160009,35.1666679
9744.676891,35.5277786
9748.229885,35.9166679
9751.820675,36.25
9755.445897,36.5833321
9759.104453,36.9166679
9762.796345,37.2222214
9766.518795,37.5
9770.267879,37.6666679
9774.034776,37.8611107
9777.821118,37.9444466
9781.615794,37.9166679
9785.407693,37.8888893
9789.195656,37.6666679
9792.962553,37.2222214
9796.685002,36.8333359
9800.368561,36.4444466
9804.013228,36
9807.612349,35.6666679
9811.179234,35.25
9814.704449,34.9166679
9818.196329,34.7222214
9821.668763,34.5833359
9825.126252,34.4166679
9828.568129,34.3888893
9832.007228,34.3055534
9835.437992,34.2222214
9838.860423,34.1388893
9842.273479,34.0833359
9845.682021,34
9849.082228,33.9444466
9852.47688,33.9583359
9855.872921,33.9722214
9859.269314,34.0555534
9862.675077,34.2222214
9866.097508,34.4166679
9869.539385,34.6388893
9873.003485,34.8888893
9876.491522,35.1388893
9880.005626,35.4166679
9883.547509,35.6388931
9887.111615,35.8611107
9890.697945,36.0277748
9894.299843,36.2222252
9897.922287,36.3333321
9901.555842,36.5000038
9905.206065,36.7222214
9908.878512,36.9444466
9912.572054,37.1944504
9916.291726,37.4722252
9920.039177,37.7500038
9923.814408,38.0000038
9927.614641,38.25
9931.438707,38.5000038
9935.288942,38.75
9939.164179,39.0277786
9943.067195,39.2777786
9946.995213,39.5277786
9950.947025,39.75
9954.922268,40.0555534
9958.928068,40.2500038
9962.953314,40.4722214
9967.000783,40.6666679
9971.066457,40.6944466
9975.13615,40.625
9979.198898,40.5555573
9983.254701,40.2777786
9987.282725,39.9166641
9991.273417,39.5555611
9995.229214,38.9722252
9999.126675,38.5833359
10002.98524,38.25
10006.81048,37.8888893
10010.59844,37.6944427
10014.36812,37.6388893
10018.13223,37.5833359
10021.8908,37.6111145
10025.65214,37.6944427
10029.42066,37.7777786
10033.19867,37.9444466
10036.99335,38.0277824
10040.79636,38.0833359
10044.60492,38.1666718
10048.42066,38.0555534
10052.22645,37.8055573
10056.00723,37.5833359
10059.7658,37.25
10063.49102,36.8333359
10067.17346,36.6944466
10070.84313,36.5000038
10074.49335,36.4444466
10078.13802,36.5555573
10081.7938,36.7222214
10085.46512,36.8611107
10089.15146,37.1388893
10092.86557,37.3055573
10096.59636,37.4166679
10100.33825,37.5277824
10104.09011,37.6388893
10107.85423,37.7222214
10111.62668,37.8333359
10115.41025,38.0000038
10119.21048,38.1388893
10123.02344,38.3055573
10126.85423,38.5277748
